image,prediction,probability
_images/classified/TopViewx-122.330408x37.920014.png,flat,0.9034641981124878
_images/classified/TopViewx-122.335214x37.951766.png,gabled,0.7825737595558167
_images/classified/TopViewx-122.337604x37.952424.png,hipped,0.9459858536720276
_images/classified/TopViewx-122.344270x37.932641.png,flat,0.7814642190933228
_images/classified/TopViewx-122.347919x37.930011.png,hipped,0.5123468041419983
_images/classified/TopViewx-122.350732x37.933637.png,flat,0.9885361194610596
_images/classified/TopViewx-80.250358x25.707270.png,gabled,0.9938161373138428
_images/classified/TopViewx-80.250625x25.690062.png,hipped,0.999984860420227
_images/classified/TopViewx-80.252176x25.707366.png,flat,0.9966452717781067
_images/classified/TopViewx-80.255462x25.707296.png,hipped,0.9833311438560486
_images/classified/TopViewx-80.255686x25.755720.png,hipped,0.999198853969574
_images/classified/TopViewx-80.258121x25.689183.png,gabled,0.5535995960235596
_images/classified/TopViewx-80.258604x25.757065.png,hipped,0.9999940395355225
_images/classified/TopViewx-80.259821x25.740263.png,gabled,0.827927827835083
_images/classified/TopViewx-80.260072x25.754572.png,flat,0.9925211071968079
_images/classified/TopViewx-80.260290x25.729109.png,flat,0.9999308586120605
_images/classified/TopViewx-80.260382x25.750154.png,flat,0.9891003966331482
_images/classified/TopViewx-80.260387x25.760723.png,flat,0.9998552799224854
_images/classified/TopViewx-80.261686x25.705087.png,gabled,0.5499337911605835
_images/classified/TopViewx-80.262013x25.739959.png,flat,0.6839175224304199
_images/classified/TopViewx-80.262278x25.751551.png,flat,0.6560719609260559
_images/classified/TopViewx-80.262288x25.695562.png,flat,0.9999973773956299
_images/classified/TopViewx-80.262749x25.698514.png,hipped,0.9999845027923584
_images/classified/TopViewx-80.263486x25.740648.png,hipped,0.9997913241386414
_images/classified/TopViewx-80.265402x25.754482.png,flat,0.5984363555908203
_images/classified/TopViewx-80.267202x25.735821.png,hipped,0.9541521668434143
_images/classified/TopViewx-80.269560x25.753204.png,flat,0.9916236996650696
_images/classified/TopViewx-80.269861x25.724709.png,gabled,0.8576430082321167
_images/classified/TopViewx-80.270980x25.752236.png,hipped,0.9994175434112549
_images/classified/TopViewx-80.271770x25.716662.png,hipped,0.9933183193206787
_images/classified/TopViewx-80.272275x25.746519.png,hipped,0.7686835527420044
_images/classified/TopViewx-80.272440x25.746406.png,hipped,0.8604143261909485
_images/classified/TopViewx-80.272907x25.755511.png,hipped,0.7698158621788025
_images/classified/TopViewx-80.273108x25.763556.png,hipped,0.5855908393859863
_images/classified/TopViewx-80.274393x25.754808.png,hipped,0.9012828469276428
_images/classified/TopViewx-80.275680x25.718274.png,flat,0.9999682903289795
_images/classified/TopViewx-80.278226x25.750355.png,hipped,0.9794390201568604
_images/classified/TopViewx-80.278327x25.746542.png,gabled,0.6979508399963379
_images/classified/TopViewx-80.278400x25.747385.png,flat,0.8384661078453064
_images/classified/TopViewx-80.278657x25.758821.png,gabled,0.8042933344841003
_images/classified/TopViewx-80.279108x25.717379.png,flat,0.9999972581863403
_images/classified/TopViewx-80.279823x25.759504.png,gabled,0.6013132333755493
_images/classified/TopViewx-80.282446x25.754306.png,gabled,0.7836874723434448
_images/classified/TopViewx-80.282830x25.750835.png,hipped,0.5016937851905823
_images/classified/TopViewx-80.283341x25.750040.png,flat,0.9770589470863342
_images/classified/TopViewx-80.284347x25.753685.png,flat,0.8334150910377502
_images/classified/TopViewx-80.285145x25.714805.png,flat,0.9993891716003418
_images/classified/TopViewx-80.285169x25.759057.png,flat,0.9838404059410095
_images/classified/TopViewx-80.285436x25.731446.png,hipped,0.9817352890968323
_images/classified/TopViewx-80.421318x25.457946.png,flat,0.9998319149017334
_images/classified/TopViewx-80.445386x25.465216.png,hipped,0.9983293414115906
_images/classified/TopViewx-80.455775x25.479412.png,hipped,0.6771748661994934
_images/classified/TopViewx-80.457776x25.479381.png,hipped,0.8599004745483398
_images/classified/TopViewx-80.476688x25.475534.png,flat,0.9914270639419556
_images/classified/TopViewx-80.478444x25.475060.png,flat,0.9621850252151489
_images/flat/TopViewx-80.256334x25.754210.png,flat,0.8343356251716614
_images/flat/TopViewx-80.257573x25.747382.png,flat,0.9979357719421387
_images/flat/TopViewx-80.258043x25.742849.png,flat,0.9632281064987183
_images/flat/TopViewx-80.259136x25.755404.png,flat,0.9999997615814209
_images/flat/TopViewx-80.260364x25.749727.png,flat,0.9999988079071045
_images/flat/TopViewx-80.260776x25.737879.png,flat,0.9226948022842407
_images/flat/TopViewx-80.261262x25.749086.png,flat,0.9993782043457031
_images/flat/TopViewx-80.261579x25.738789.png,hipped,0.9911796450614929
_images/flat/TopViewx-80.261670x25.740864.png,gabled,0.8504254817962646
_images/flat/TopViewx-80.262176x25.749649.png,flat,0.9999470710754395
_images/flat/TopViewx-80.262706x25.754824.png,flat,0.9558144211769104
_images/flat/TopViewx-80.263899x25.750094.png,flat,0.6345740556716919
_images/flat/TopViewx-80.264337x25.754534.png,hipped,0.8477662205696106
_images/flat/TopViewx-80.265644x25.696065.png,flat,0.8449574112892151
_images/flat/TopViewx-80.265852x25.747909.png,flat,0.9999874830245972
_images/flat/TopViewx-80.265889x25.751112.png,hipped,0.7696834802627563
_images/flat/TopViewx-80.266130x25.753707.png,flat,0.9768027067184448
_images/flat/TopViewx-80.270628x25.747652.png,flat,0.9526230692863464
_images/flat/TopViewx-80.271303x25.751780.png,hipped,0.9997028708457947
_images/flat/TopViewx-80.272508x25.688388.png,flat,0.9999310970306396
_images/flat/TopViewx-80.272949x25.756024.png,flat,0.9516900181770325
_images/flat/TopViewx-80.273654x25.746403.png,flat,0.9086712598800659
_images/flat/TopViewx-80.276709x25.750235.png,flat,0.7728128433227539
_images/flat/TopViewx-80.280012x25.759854.png,gabled,0.9792247414588928
_images/flat/TopViewx-80.282388x25.685568.png,flat,0.9975072741508484
_images/flat/TopViewx-80.282628x25.755174.png,gabled,0.9352037310600281
_images/flat/TopViewx-80.283357x25.760752.png,gabled,0.8195242881774902
_images/flat/TopViewx-80.284870x25.759309.png,flat,0.5527161359786987
_images/flat/TopViewx-80.315496x25.682336.png,flat,0.9993566870689392
_images/flat/TopViewx-80.317940x25.685217.png,flat,0.995926022529602
_images/flat/TopViewx-80.318020x25.680029.png,hipped,0.6049743294715881
_images/flat/TopViewx-80.318924x25.680457.png,flat,0.9876541495323181
_images/flat/TopViewx-80.319749x25.691644.png,flat,0.9828239679336548
_images/flat/TopViewx-80.321217x25.673574.png,flat,0.9999744892120361
_images/flat/TopViewx-80.322086x25.630740.png,flat,0.9971513152122498
_images/flat/TopViewx-80.323936x25.570804.png,flat,0.9988093376159668
_images/flat/TopViewx-80.329822x25.598269.png,flat,0.8885146379470825
_images/flat/TopViewx-80.331514x25.661062.png,flat,0.9869716763496399
_images/flat/TopViewx-80.333945x25.647692.png,flat,0.9999160766601562
_images/flat/TopViewx-80.335798x25.681495.png,flat,0.9985837936401367
_images/flat/TopViewx-80.336692x25.636976.png,flat,0.9997908473014832
_images/flat/TopViewx-80.336760x25.636853.png,flat,0.9998118281364441
_images/flat/TopViewx-80.337151x25.639733.png,flat,0.9996758699417114
_images/flat/TopViewx-80.338131x25.578101.png,flat,0.9999487400054932
_images/flat/TopViewx-80.339105x25.641261.png,flat,0.9999680519104004
_images/flat/TopViewx-80.339529x25.644961.png,flat,0.9819836616516113
_images/flat/TopViewx-80.340410x25.645967.png,flat,0.999968409538269
_images/flat/TopViewx-80.342217x25.633775.png,flat,0.8993290662765503
_images/flat/TopViewx-80.354558x25.579453.png,flat,0.8153469562530518
_images/flat/TopViewx-80.354975x25.687620.png,flat,0.9997275471687317
_images/flat/TopViewx-80.356105x25.671705.png,hipped,0.38849082589149475
_images/flat/TopViewx-80.356652x25.685809.png,flat,0.9998931884765625
_images/flat/TopViewx-80.358507x25.690639.png,flat,0.9986579418182373
_images/flat/TopViewx-80.359393x25.696449.png,flat,0.999994158744812
_images/flat/TopViewx-80.361893x25.691989.png,gabled,0.6300696134567261
_images/flat/TopViewx-80.362643x25.579905.png,flat,0.6430221199989319
_images/flat/TopViewx-80.363057x25.699639.png,flat,0.9991472959518433
_images/flat/TopViewx-80.363163x25.695466.png,gabled,0.9991920590400696
_images/flat/TopViewx-80.363537x25.692248.png,flat,0.9759560823440552
_images/flat/TopViewx-80.364542x25.692217.png,flat,0.9953821301460266
_images/flat/TopViewx-80.364895x25.691284.png,hipped,0.6181480884552002
_images/flat/TopViewx-80.365021x25.692243.png,flat,0.9963124394416809
_images/flat/TopViewx-80.365626x25.570833.png,flat,0.9999994039535522
_images/flat/TopViewx-80.367060x25.686504.png,flat,0.9970234036445618
_images/flat/TopViewx-80.367226x25.684403.png,hipped,0.9819762706756592
_images/flat/TopViewx-80.368805x25.686177.png,flat,0.979450523853302
_images/flat/TopViewx-80.368897x25.680070.png,gabled,0.973146915435791
_images/flat/TopViewx-80.370684x25.688172.png,flat,0.9997444748878479
_images/flat/TopViewx-80.370700x25.688610.png,flat,0.9998070597648621
_images/flat/TopViewx-80.371910x25.682028.png,hipped,0.7829985618591309
_images/flat/TopViewx-80.374033x25.673704.png,flat,0.9998168349266052
_images/flat/TopViewx-80.374061x25.674454.png,flat,0.9969148635864258
_images/flat/TopViewx-80.375216x25.674965.png,flat,0.9939165711402893
_images/flat/TopViewx-80.378250x25.691787.png,flat,0.9433750510215759
_images/flat/TopViewx-80.378364x25.706578.png,flat,0.853731632232666
_images/flat/TopViewx-80.382800x25.685114.png,hipped,0.49979451298713684
_images/flat/TopViewx-80.382870x25.682584.png,flat,0.5404404401779175
_images/flat/TopViewx-80.385112x25.686785.png,flat,0.9999861717224121
_images/flat/TopViewx-80.385869x25.689969.png,flat,0.9952203631401062
_images/flat/TopViewx-80.423392x25.452275.png,flat,0.999679446220398
_images/flat/TopViewx-80.465539x25.479101.png,flat,0.8680436611175537
_images/flat/TopViewx-80.477759x25.481891.png,flat,0.9971554279327393
_images/flat/TopViewx-80.480957x25.466281.png,flat,0.9810896515846252
_images/flat/TopViewx-80.481864x25.471835.png,hipped,0.9999531507492065
_images/flat/TopViewx-80.482997x25.475516.png,flat,0.9999916553497314
_images/flat/TopViewx-80.485155x25.471378.png,gabled,0.4682093858718872
_images/gabled/TopViewx-122.313653x37.902221.png,hipped,0.6646218299865723
_images/gabled/TopViewx-122.382252x37.922559.png,hipped,0.8358557224273682
_images/gabled/TopViewx-80.248666x25.708922.png,hipped,0.9997069239616394
